PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP
18.98,47.45,8.86,22.03,31.36,17.14,4.3,0.74,20.95,0.41,1.45,1.61,0.86,54.52,0.67,88.69,31.3,789.2
20.86,52.14,8.93,21.97,30.87,16.82,4.17,0.74,21.27,0.41,1.45,1.65,0.87,59.86,0.29,124.84,29.9,789.42
19.22,48.06,8.97,21.74,30.52,16.72,5.83,0.75,20.88,0.41,1.47,1.65,0.88,61.71,0.82,267.14,32.38,788
16.54,41.36,9.14,22.04,30.86,16.87,7,0.74,21.02,0.4,1.46,1.69,0.83,66.89,1.28,5.57,34.15,788.1
18.01,45.03,9.03,22.17,31.05,16.89,6.43,0.75,20.39,0.4,1.48,1.67,0.89,73.24,1.02,347.99,33.3,788.45
18.68,46.7,8.92,22.21,30.89,17.08,6.51,0.73,20.55,0.41,1.43,1.74,0.89,77.08,0.78,256.42,32.98,788
18.17,45.43,8.91,21.94,30.64,16.75,6.71,0.72,20.98,0.41,1.45,1.72,0.87,78.27,0.5,157.71,33.06,788.12
17.89,44.72,9.07,21.99,31.12,16.75,7.64,0.74,20.96,0.41,1.44,1.67,0.91,83.17,1.09,242.47,32.3,787.98
18.21,45.53,9.05,22.07,30.9,16.61,8.78,0.74,20.61,0.41,1.44,1.64,0.89,92.21,0.81,240.58,32.7,787.2
18.68,46.71,9.07,21.9,31.25,17.2,7.61,0.74,20.16,0.41,1.41,1.67,0.87,93.25,1,275.1,33.15,786.75
18.98,47.47,8.96,21.61,30.8,16.86,7.89,0.74,20.59,0.41,1.45,1.67,0.86,93.25,0.9,276.62,36.37,786.98
17.5,43.75,8.92,22.03,31.21,17.13,3.1,0.73,20.56,0.41,1.45,1.72,0.88,93.25,0.98,242.94,46.92,787.27
18.07,45.16,8.88,22.14,31.1,17.02,2.44,0.75,20.58,0.42,1.47,1.7,0.87,90.14,0.83,284.06,58.59,787.57
17.34,43.35,8.93,22.21,31.17,16.8,3.68,0.75,21.14,0.42,1.46,1.67,0.91,75.26,0.65,295.74,73.58,787.75
15.54,38.85,9.02,21.93,31.74,17,3.35,0.74,20.06,0.41,1.48,1.67,0.9,62.49,0.73,254.71,83.73,787.83
17.13,35.29,10.37,25.24,35.09,20.42,3.71,0.75,20.65,0.41,1.48,1.66,0.88,53.3,0.27,290.68,96.89,788.1
17.98,35.96,10.81,25.82,36.77,20.57,3.1,0.73,20.92,0.41,1.45,1.73,0.9,44.23,0.62,132.56,93.52,788.68
20.64,41.27,10.71,25.03,36.17,20.97,1.56,0.75,36.66,0.41,1.46,1.64,0.89,43.09,0.42,212.73,271.32,788.33
24.05,48.11,10.75,25.24,36.76,20.53,None,0.73,22.85,0.41,1.44,1.65,0.86,40.91,0.25,223,165.97,787.65
24.17,48.35,10.55,25.99,36.97,20.25,7.5,0.74,20.88,0.41,1.44,1.69,0.9,40.1,0.48,204.67,88.75,787.25
22.57,45.13,10.75,24.95,36.45,20.71,7.66,0.75,21.57,0.41,1.44,1.64,0.88,39.57,0.35,125.13,37.91,786.85
21.64,43.29,10.69,25.75,36.14,20.97,8.55,0.72,20.81,0.41,1.45,1.69,0.88,42.74,0.17,99.83,36.62,786.5
21.17,42.33,10.63,25.5,35.89,20.41,6.25,0.76,20.73,0.4,1.46,1.61,0.89,46.31,0.33,186.89,27.83,785.92
21.99,43.99,10.6,25.62,36.93,20.94,1.52,0.74,20.73,0.41,1.45,1.69,0.88,53.13,0.48,109.13,29.14,785.45
24.46,48.94,10.7,25.26,36,20.75,1.8,0.73,20.75,0.41,1.44,1.66,0.89,53.68,0.45,45.17,30.54,784.08
24.64,49.3,10.69,25.43,36.49,20.88,2.51,0.74,21.1,0.41,1.47,1.7,0.86,55.42,0.47,68.03,30.54,783.85
24.54,49.08,10.85,25.8,36.7,20.39,2.22,0.75,20.78,0.41,1.45,1.65,0.88,58.58,0.24,142.09,31.01,783.55
23.97,47.94,10.7,25.49,36.29,20.52,1.54,0.74,21.31,0.41,1.43,1.69,0.86,63.52,0.44,71.56,31.53,783.35
22.65,45.29,10.35,25.37,35.8,20.45,1.77,0.73,20.72,0.4,1.45,1.68,0.87,70.98,0.56,32.7,31.52,783.15
21.44,42.88,10.68,25.65,35.96,20.62,1.96,0.73,20.92,0.42,1.45,1.69,0.89,75.28,0.69,105.05,31.83,785.2
22.3,44.59,10.54,26.12,36.5,20.5,2.46,0.75,20.81,0.41,1.46,1.7,0.88,80.84,0.8,182.77,31.7,785.65
22.58,45.16,10.64,25.26,35.83,20.77,3.6,0.73,20.75,0.41,1.45,1.67,0.88,90.26,0.48,18.04,33.09,783.9
25.31,50.61,10.73,25.35,36.63,20.6,3.79,0.74,20.39,0.41,1.42,1.68,0.9,93.25,1.16,354.35,32.99,784.45
25.05,50.11,10.74,25.64,36.74,21.34,4.29,0.75,21.11,0.41,1.49,1.66,0.89,93.25,0.65,117.18,33.27,785.43
27.82,55.64,10.64,25.34,37.56,20.41,3.46,0.72,21.08,0.42,1.43,1.7,0.88,93.25,1.19,98.12,36.78,785.5
29.21,58.41,10.47,25.1,35.76,20.89,2.45,0.74,21.06,0.41,1.45,1.68,0.89,93.25,0.48,87.58,45.52,785.8
32.83,65.66,10.58,25.27,36.51,20.76,2.79,0.75,20.52,0.41,1.41,1.66,0.88,93.02,0.41,131.85,57.29,785.6
30.33,60.66,10.86,25.28,35.67,20.44,2.55,0.72,20.61,0.41,1.48,1.66,0.9,77.77,0.27,143.39,65.13,785.57
22.53,45.06,10.7,25.8,35.16,20.82,2.1,0.74,19.95,0.41,1.44,1.69,0.88,62.05,0.36,151.19,78.9,785.65
13.54,27.09,10.76,25.66,36.42,20.54,4.75,0.75,35.51,0.42,1.46,1.69,0.87,43.62,0.55,138.19,82.14,784.55
14.67,29.35,6.64,19.17,27.4,12.82,25.15,0.72,51.84,0.41,1.44,1.68,0.86,41.62,0.47,128.14,117.66,783.93
22.46,44.93,6.69,19.28,27.27,12.54,25.4,0.75,42.49,0.42,1.47,1.71,0.93,41.41,0.33,117.53,282.61,783.9
24.63,49.26,6.68,19.43,27.35,12.59,26.67,0.74,36.72,0.41,1.45,1.7,0.89,39.57,0.29,137.92,242.88,784.9
22.82,46.24,6.69,19.33,27.27,12.71,26.35,0.73,25.45,0.41,1.47,1.68,0.88,40.26,0.25,55.69,88.25,784.75
21.63,46.02,6.55,19.42,27.36,12.45,6.82,0.74,28.96,0.41,1.45,1.7,0.86,42.41,0.22,177.72,33.03,783.9
22.15,47.13,10.27,25.67,34.6,15.34,9.97,0.74,28.88,0.4,1.49,1.64,0.86,45.06,0.24,97.76,29.7,783.1
20.48,43.58,10.61,26.65,35.17,15.56,5.43,0.74,20.73,0.41,1.48,1.68,0.9,48.94,0.32,253.76,27.64,781.7
19.03,40.48,10.68,26.04,34.48,16.07,3.26,0.74,20.93,0.41,1.43,1.67,0.89,50.33,0.7,116.91,30.23,782.15
18.2,38.72,10.64,26.75,35.7,16.01,9.29,0.75,20.72,0.41,1.47,1.63,0.87,51.76,0.49,117.14,30.24,781.75
19.09,40.61,10.51,26.49,35.18,15.56,10.61,0.73,20.95,0.41,1.43,1.66,0.91,55.09,0.2,100.27,31.02,782.4
23.74,50.51,10.76,25.92,35.4,15.62,10.07,0.73,20.17,0.41,1.45,1.65,0.89,58.97,0.34,198.32,30.8,781.92
26.49,56.39,10.73,26.3,34.75,15.57,11.21,0.73,19.31,0.41,1.44,1.62,0.88,62.46,0.38,190.33,30.29,861.1
33.09,70.4,10.49,26.2,36.39,15.78,10.44,0.78,12.93,0.4,1.41,1.6,0.91,68.92,0.48,326.57,30.64,888.5
37.87,80.58,10.5,26.6,35.84,15.42,6.33,0.75,22.23,0.42,1.45,1.67,0.84,74.01,0.62,246.93,30.66,817.73
27.71,58.95,10.6,26.27,34.86,15.46,5.05,0.73,19.34,0.41,1.42,1.64,0.89,76.2,0.65,222.83,31.81,864.47
28.09,59.77,10.76,26.37,35.39,15.94,11.18,0.74,20.7,0.4,1.41,1.66,0.85,82.03,0.78,325.24,31.82,888.23
23.35,49.7,10.66,26.8,35.98,15.63,10.07,0.73,20.98,0.41,1.47,1.71,0.9,86.67,0.48,316.66,31.54,892.93
20.95,44.58,10.7,26.32,35.77,15.67,5.45,0.74,20.34,0.41,1.48,1.67,0.88,93.12,1.05,228.31,31.15,894.12
21.06,44.8,10.66,26.48,35.94,15.82,5.25,0.73,20.98,0.4,1.43,1.63,0.92,93.25,0.75,339.27,33.25,822.15
21.97,46.75,10.97,26.87,34.85,15.16,11.74,0.74,15.94,0.4,1.49,1.72,0.87,90.72,0.52,228.07,43.06,800.8
21.21,45.14,10.64,26.36,35.35,15.66,13.34,0.75,22.26,0.42,1.42,1.72,0.9,71.97,0.34,92.47,51.69,794.48
18.09,38.48,10.54,26.67,35.55,15.68,10.81,0.74,20.2,0.41,1.43,1.69,0.86,57.82,0.31,83.2,57.43,792.95
13.87,29.5,10.83,26.32,35.09,15.51,5.39,0.75,20.41,0.41,1.44,1.7,0.87,46.67,0.29,126.37,66.59,791.3
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
16.07,34.15,10.8,26.1,35.66,15.25,7.72,0.76,10.36,0.41,1.44,1.63,0.87,35.77,0.28,105.05,465.94,860.43
14.5,30.86,10.7,26.38,35.92,16.11,11.53,0.74,20.5,0.41,1.47,1.68,0.86,30.29,0.35,169.68,301.01,795.98
14.97,31.86,10.67,26.44,35.76,15.68,11.94,0.73,21.3,0.41,1.43,1.68,0.9,25.84,0.25,166.43,93.11,791.55
14.24,30.31,10.58,26.34,36.11,16.12,4.38,0.74,25.54,0.41,1.43,1.65,0.87,28.42,0.37,118.09,24.04,789.65
13.46,28.62,10.6,26.68,34.97,15.66,9.17,0.75,29.15,0.4,1.42,1.67,0.92,28.09,0.17,121.92,26.88,789.52
14.22,30.25,10.68,26.53,34.83,15.58,3.74,0.77,20.59,0.42,1.42,1.67,0.84,37.17,0.14,192.23,24.82,787.65
13.63,29,10.56,26.38,35.83,15.54,2.62,0.74,20.49,0.42,1.43,1.68,0.9,46.24,0.31,168.78,27.15,785.47
14.83,31.55,10.73,26.29,35.33,15.8,9.86,0.73,21.04,0.42,1.43,1.63,0.83,51.78,0.29,251.09,28.18,785.83
15.31,32.58,10.57,26.05,35.82,15.62,9.18,0.74,20.91,0.41,1.44,1.67,0.85,56.33,0.12,113.69,30.12,787
17.69,37.65,10.61,26.52,34.68,15.2,9.14,0.73,20.52,0.4,1.47,1.66,0.96,62.2,0.15,221.03,30.21,786.1
21.75,46.27,10.53,26.49,35.35,15.89,9.42,0.74,21.41,0.4,1.43,1.65,0.85,67.09,0.25,40.56,30.77,785.08
21.19,45.09,10.57,26.18,35.2,15.65,5.73,0.74,20.98,0.4,1.42,1.69,0.85,74.45,0.33,157.63,30.76,786.13
21.07,44.83,10.88,26.49,35.59,15.53,7.01,0.74,20.59,0.41,1.47,1.66,0.86,82.12,0.54,182.44,30.9,784.68
22.87,48.66,10.79,26.62,34.97,15.62,5.2,0.75,20.39,0.41,1.46,1.69,0.88,87.99,0.66,254.59,31.41,784.08
21.64,46.04,10.72,26.67,34.83,15.9,6.06,0.71,20.95,0.41,1.44,1.66,0.89,91.19,0.74,262.65,31.83,784.6
20.2,42.97,10.59,26.12,35.89,15.7,6.71,0.76,20.13,0.42,1.4,1.64,0.9,93.16,0.56,324.72,31.75,784.22
18.62,39.6,10.74,26.19,34.76,15.89,7.57,0.72,20.62,0.41,1.44,1.67,0.85,93.25,0.64,303.81,31.99,785.38
18.73,39.86,10.76,26.23,34.89,15.68,7.42,0.73,21.12,0.41,1.43,1.66,0.87,93.25,0.76,301.28,34.25,786.35
19.23,40.91,10.71,26.36,34.89,15.6,7.51,0.75,20.55,0.41,1.44,1.66,0.89,93.25,0.51,259.77,42.94,786.67
22.12,47.07,10.69,26.3,34.23,15.8,5.6,0.74,20.68,0.41,1.45,1.69,0.88,87.24,0.14,254.06,50.89,786.38
21.61,45.97,10.75,26.46,35.37,15.72,5.53,0.73,20.28,0.41,1.47,1.7,0.89,69.53,0.28,125.63,65.36,786.05
19.41,41.3,10.71,26.48,35.19,15.81,4.46,0.74,21.03,0.41,1.46,1.65,0.89,48.34,0.21,248.35,65.43,785.03
15.67,33.34,10.44,26.58,35.3,15.69,5.14,0.74,21.02,0.42,1.45,1.71,0.87,40.12,0.36,236.28,91.8,784.42
15.12,32.18,10.57,25.44,35.9,15.53,11.85,0.78,28.58,0.4,1.49,1.73,0.81,40.12,0.35,199.27,170.91,790.4
14.21,30.23,10.55,27.02,35.45,15.65,16.25,0.74,42.27,0.4,1.43,1.65,0.89,31.93,0.23,183.63,412.58,787.97
16.65,35.42,10.7,26.87,35.53,15.86,21.09,0.75,40.11,0.41,1.49,1.61,0.9,29.91,0.29,106.05,284.86,786.02
19.75,42.01,10.6,26.3,35.76,15.29,19.37,0.74,36.54,0.41,1.44,1.73,0.89,30.4,0.36,102.74,119.38,785.9
18.3,38.95,10.7,26.61,35.33,15.61,2.92,0.75,22.05,0.42,1.46,1.69,0.85,34.68,0.35,119.27,22,784.22
15.68,33.36,10.87,26.69,35.97,15.82,1.19,0.74,20.91,0.4,1.46,1.67,0.85,40.11,0.19,123.9,27.44,782.9
13.8,29.37,10.85,26.3,35.42,15.59,0.08,0.75,20,0.41,1.46,1.68,0.9,42.04,0.22,211.09,25.13,783.1
12.2,25.96,10.86,26.66,35.16,15.45,0.1,0.72,20.84,0.41,1.44,1.7,0.86,47.73,0.42,112.72,27.48,783.05
13.83,29.43,10.68,26.28,35.43,15.99,2.01,0.73,20.57,0.41,1.45,1.68,0.85,48.71,0.6,104.27,28.73,783.08
15.23,32.4,10.62,27.2,35.37,15.52,1.18,0.74,20.88,0.4,1.44,1.68,0.88,57.6,0.27,338,29.01,783
19.48,41.44,10.51,25.83,35.23,15.89,1.69,0.74,20.51,0.4,1.46,1.67,0.85,65.36,0.35,134.47,29.66,782.8
19.39,41.27,10.48,26.17,35.41,15.88,1.41,0.75,20.59,0.41,1.46,1.66,0.88,69.9,0.4,251.33,30.29,783.65
19.11,40.65,10.73,26.57,35.44,15.78,6.38,0.74,20.58,0.42,1.48,1.66,0.89,74.03,0.57,302.1,29.9,783.6
20.02,42.59,10.64,26.93,36.13,15.54,4.94,0.75,20.83,0.41,1.42,1.7,0.91,79.12,0.33,231.97,30.05,784.15
20.88,44.41,10.49,25.8,35.56,15.91,5.36,0.73,20.34,0.41,1.44,1.66,0.83,88.41,0.43,318.31,31,783.72
19.81,42.14,10.65,26.24,35.09,15.65,4.27,0.72,20.62,0.41,1.45,1.68,0.85,93.25,0.56,309.18,31.29,785.98
19,40.42,10.65,26.59,36.41,15.66,5.42,0.75,20.76,0.41,1.43,1.66,0.83,93.25,0.69,306.73,31,786.8
18.21,38.75,10.7,26.59,34.95,15.81,4.96,0.74,20.22,0.41,1.48,1.67,0.87,93.25,0.79,331.44,31.73,785.85
19.48,41.46,10.79,26.33,35.01,15.48,6.15,0.75,20.95,0.41,1.44,1.66,0.86,93.25,0.38,254.22,36.61,786.9
18.72,39.83,10.76,26.33,34.83,16.11,6.88,0.73,20.7,0.41,1.46,1.67,0.89,93.25,0.3,83.39,42.89,786.88
17.33,36.87,10.46,27.25,35.66,15.87,9.62,0.75,20.94,0.41,1.4,1.67,0.87,89.06,0.2,178.84,49.58,786.7
15.24,32.43,10.71,26.57,35.69,15.65,8.61,0.74,20.85,0.41,1.43,1.65,0.9,69.29,0.48,161.3,58.84,785.6
11.75,25,10.48,26.48,34.86,15.57,8.71,0.73,20.88,0.42,1.46,1.65,0.89,50.46,0.32,155.73,66.36,785.25
8.68,18.47,10.53,26.62,35.43,15.55,7.86,0.76,20.95,0.41,1.43,1.69,0.9,37.87,0.47,149.12,89.38,785.65
7.69,16.35,10.65,26.45,35.2,15.78,None,0.74,24.45,0.42,1.42,1.7,0.91,34.14,0.28,116.79,307.37,786.05
9.86,20.98,10.8,26.58,35.53,15.61,None,0.75,37.96,0.4,1.44,1.6,0.89,33.49,0.53,133.19,447.45,785.4
10.39,22.12,7.88,21.73,29.81,12.97,None,0.75,26.42,0.42,1.4,1.67,0.91,34.58,0.47,125.13,305.14,784.72
10.01,21.29,5.6,18.58,25.41,10.59,None,0.75,20.77,0.41,1.47,1.69,0.9,35.29,0.39,139.08,87.09,784.15
9.32,19.82,5.69,18.34,25.36,10.17,11.61,0.74,20.72,0.43,1.46,1.71,0.88,34.23,0.31,206.92,30.76,784.25
9.89,21.04,5.71,18.41,25.79,10.48,9.98,0.73,20.98,0.42,1.43,1.69,0.91,44.77,0.44,128.07,43.24,783.38
12.23,26.02,5.63,18.38,25.77,10.81,8.72,0.74,20.65,0.41,1.46,1.68,0.91,51.16,0.45,97.3,29.93,783.08
11.54,24.56,5.64,18.48,25.67,10.4,7.56,0.75,20.8,0.4,1.45,1.7,0.9,55.46,0.38,89.67,28.51,783.17
10.53,22.4,5.6,18.53,25.41,10.76,5.91,0.74,21.2,0.42,1.45,1.69,0.86,58.07,0.2,74.99,29.74,783.33
12.65,26.91,5.6,18.25,25.37,10.46,7.52,0.73,20.93,0.4,1.47,1.7,0.88,62,0.22,84.56,29,783.3
12.2,25.95,5.61,18.59,25.56,10.63,11.09,0.75,21.27,0.41,1.48,1.67,0.9,64.7,0.16,178.88,28.85,783.3
13.21,28.11,5.64,18.48,25.43,10.69,13.85,0.74,21.61,0.42,1.5,1.66,0.88,67.7,0.32,228.71,28.32,782.83
14.59,31.03,5.64,18.52,25.48,10.48,8.37,0.74,21,0.41,1.46,1.7,0.86,71.75,0.3,222.03,29.04,781.98
15.49,32.96,5.55,18.62,25.69,11,9.28,0.73,21.31,0.41,1.46,1.69,0.84,76.96,0.78,233.87,28.73,782.45
14.09,29.97,5.56,18.7,25.47,10.46,10.6,0.75,21.22,0.42,1.44,1.69,0.87,84.62,0.59,252.35,29.4,782.27
14.75,31.38,5.67,18.37,25.73,10.75,11.98,0.73,20.59,0.41,1.48,1.67,0.91,88.12,0.48,251.83,29.55,782.6
15.97,33.98,5.64,18.45,25.32,10.55,8.43,0.74,20.98,0.42,1.43,1.72,0.87,92.07,1.23,321.51,29.17,782.48
18.56,39.48,5.61,18.56,25.29,10.83,8.42,0.74,20.61,0.42,1.47,1.68,0.91,93.33,1.49,334.04,31.2,782.27
20.78,44.22,5.63,18.36,25.2,10.72,9.79,0.74,20.61,0.42,1.44,1.71,0.89,93.33,1.1,324.07,34.51,782.15
22.51,47.88,5.69,18.27,25.54,10.73,10.42,0.74,20.96,0.41,1.48,1.66,0.88,93.04,0.42,328.47,39.42,782.52
22.02,46.86,5.62,18.28,25.32,10.67,9.79,0.74,21.65,0.41,1.43,1.71,0.89,69.93,0.26,168,46.19,782.38
19.72,41.96,5.59,18.52,25.48,10.71,10.24,0.76,20.7,0.42,1.4,1.71,0.89,51.67,0.34,159.21,53.67,782.33
18.67,39.72,5.65,18.22,25.38,10.59,11.65,0.73,20.36,0.4,1.44,1.65,0.9,39.64,0.41,150.39,89.37,782.3
18.03,38.36,5.64,18.77,25.2,10.73,13.52,0.74,20.65,0.42,1.42,1.67,0.84,30.27,0.39,131.07,147.21,782.35
16.64,35.39,5.56,18.76,25.58,10.6,5.19,0.73,27.89,0.4,1.43,1.65,0.92,24.17,0.33,189.09,373.81,782.72
14.51,30.88,5.62,18.39,25.43,10.79,3.28,0.73,32.36,0.4,1.42,1.66,0.89,20.7,0.34,109.48,472.8,782.7
17.7,37.67,5.59,18.36,25.15,10.54,15.09,0.75,33.03,0.4,1.4,1.71,0.91,17.86,0.34,284.91,323.44,782.25
17.36,36.93,5.64,18.26,25.19,10.58,12.74,0.74,48,0.41,1.44,1.66,0.93,17.23,0.33,213.26,120.27,782.35
16.36,34.82,5.69,18.44,25.4,10.67,17.16,0.75,50.52,0.41,1.49,1.69,0.89,21.53,0.16,148.15,27.37,782.07
0.03,0.03,5.76,18.15,25.41,10.72,151.4,0.73,37.97,0.41,1.44,1.65,0.89,29.16,0.32,47.61,25.45,781.65
1.15,2.44,5.63,18.29,25.45,10.75,None,0.74,21.36,0.42,1.44,1.67,0.9,29.82,0.49,48.05,23.24,782.07
5.37,11.42,5.62,18.45,25.25,10.68,None,0.75,21.48,0.42,1.41,1.66,0.89,30.37,1.13,100.28,24.19,781.95
10.12,21.53,5.64,18.71,25.16,10.61,None,0.74,20.79,0.41,1.46,1.71,0.88,34.99,0.35,268.98,26.23,781.83
14.47,30.8,5.66,18.49,25.82,10.57,None,0.74,21.22,0.42,1.46,1.71,0.9,43.35,0.32,230.7,26.08,781.7
18.63,39.64,5.62,18.67,25.52,10.7,None,0.74,21.95,0.42,1.44,1.71,0.88,48.85,0.17,142.84,26.98,780.88
18.84,40.08,5.7,18.48,25.39,10.62,None,0.74,20.4,0.41,1.46,1.71,0.86,50.71,0.42,119.2,27.8,780.48
20.75,44.16,5.64,18.5,25.34,10.69,None,0.73,19.56,0.42,1.48,1.65,0.88,56.19,0.67,346.35,27.23,780.8
20.5,43.61,5.61,18.75,25.67,10.83,None,0.76,20.93,0.42,1.47,1.7,0.88,60.54,0.59,246.85,28.06,781.02
19.88,42.28,5.66,18.44,25.28,10.51,None,0.74,21.61,0.42,1.48,1.62,0.88,60.04,0.8,295.96,26.72,781.12
19.2,40.85,5.66,18.58,25.32,10.53,None,0.73,20.99,0.41,1.43,1.62,0.88,68.92,0.92,295.39,26.94,781.23
19.54,41.57,5.62,18.38,25.27,10.56,None,0.73,21.62,0.41,1.45,1.65,0.88,70.61,1.11,315.09,27.96,781.08
20.18,42.95,5.57,18.79,25.98,10.5,None,0.74,20.11,0.42,1.47,1.69,0.85,70.57,1.22,326.74,29.48,781.05
21.49,45.72,5.67,18.53,25.57,10.63,None,0.73,21.19,0.41,1.47,1.65,0.93,66.59,1.31,312.1,32.51,781.45
23.44,49.85,5.7,18.6,25.53,10.64,None,0.74,20.5,0.42,1.42,1.67,0.88,61.58,1.66,339,38.23,781.9
26.17,55.68,5.66,18.24,25.18,10.51,None,0.74,20.73,0.42,1.47,1.7,0.88,43.96,0.56,193.32,44.18,781.97
25.48,54.2,5.65,18.71,25.34,10.35,None,0.75,21.25,0.41,1.46,1.65,0.9,40.41,0.2,76.66,56.69,781.88
28.42,60.47,5.68,18.19,25.54,10.79,None,0.74,21.66,0.41,1.45,1.62,0.89,31.56,0.3,252.11,89.22,781.98
26.23,55.81,5.65,18.6,25.93,10.72,None,0.73,29.92,0.4,1.41,1.7,0.89,24.47,0.36,169.39,171.62,782.02
25.51,54.29,5.58,18.43,25.53,10.77,None,0.72,41.44,0.4,1.45,1.66,0.87,21.97,0.34,135.59,347.69,781.8
22.86,48.64,5.6,18.34,25.79,10.69,None,0.76,27.73,0.41,1.46,1.7,0.86,18.9,0.28,183.18,469.81,781.72
18.05,38.41,5.73,18.42,25.52,10.57,None,0.74,21.74,0.41,1.45,1.65,0.9,16.36,0.34,195.86,349.68,781.42
21.17,45.04,5.61,18.35,25.23,10.85,10.68,0.75,22.98,0.41,1.43,1.68,0.88,14.36,0.28,191.76,96.25,781.05
19.96,42.47,5.58,18.23,25.32,10.49,21.91,0.73,22.39,0.42,1.47,1.66,0.9,15.86,0.26,232.51,22.95,780.45
18.11,38.54,5.67,18.65,25.16,10.79,26.27,0.74,21.88,0.41,1.46,1.69,0.9,15.26,0.38,179.82,22.58,780.25
16.85,35.85,5.64,18.26,25.62,10.61,29.35,0.75,20.71,0.41,1.43,1.67,0.86,20.52,0.15,254.37,20.47,780.17
17.28,36.76,5.61,18.24,25.23,10.64,9.92,0.73,21.28,0.41,1.42,1.66,0.88,24.41,0.32,98.49,22.48,779.9
18.57,39.51,5.64,18.61,25.07,10.41,6.54,0.74,21.1,0.42,1.47,1.65,0.89,30.14,0.57,182.35,23.65,780.43
23.11,49.16,5.77,18.38,25.31,10.67,3.95,0.74,21.36,0.4,1.44,1.66,0.88,32.84,0.68,99.87,25.97,780.3
24.74,52.65,5.62,18.59,25.35,10.81,1.43,0.74,21.51,0.41,1.45,1.66,0.87,36.75,1.21,177.04,25.76,780.17
26.29,55.92,5.58,18.52,25.42,10.72,6.17,0.73,21.12,0.42,1.45,1.65,0.85,40.41,1.7,340.37,26.67,780.38
26.91,57.25,5.63,18.6,25.11,10.72,3.75,0.74,21.75,0.4,1.48,1.68,0.89,45.42,1.57,332.8,27.16,780.4
27.52,58.55,5.67,18.48,25.57,10.74,0.62,0.75,21.47,0.41,1.5,1.68,0.88,45.78,1.8,346.32,28.87,780.35
27.68,58.89,5.61,18.3,25.57,10.61,0.16,0.74,20.89,0.41,1.46,1.67,0.86,50.93,1.87,341.54,29.36,780.23
27.24,57.95,5.69,18.51,25,10.65,8.75,0.74,21.28,0.41,1.47,1.67,0.89,52.42,1.82,340.44,30.23,780.28
28.64,60.95,5.61,18.5,25.61,10.83,6.08,0.74,20.16,0.42,1.42,1.67,0.86,53.06,1.88,336.16,29.86,780.2
29.98,63.8,5.66,18.13,25.43,10.61,2.99,0.75,20.3,0.41,1.45,1.68,0.89,56.77,1.87,344.2,29.65,780.42
30.63,65.18,5.62,18.52,25.5,10.48,2.18,0.74,22.09,0.41,1.45,1.64,0.89,61.57,1.88,345.89,34.62,780.08
33.29,70.83,5.75,18.36,25.5,10.78,3.32,0.74,21.13,0.41,1.47,1.65,0.86,54.97,1.52,266.21,39.28,780
37.31,79.39,5.67,18.7,25.46,10.69,1.46,0.74,21,0.41,1.41,1.67,0.84,46.41,1.16,238.43,42.26,780.6
33.72,71.74,5.7,18.58,24.88,10.7,3.87,0.75,19.91,0.42,1.41,1.69,0.87,28.83,0.3,164.73,54.12,780.5
28.89,61.47,5.64,18.74,25.2,10.63,3.12,0.74,21.66,0.41,1.43,1.72,0.81,21.64,0.44,83.31,69.07,780.58
24.46,52.05,5.65,18.66,25.32,10.58,1.3,0.74,44.81,0.41,1.44,1.71,0.88,23.03,0.51,107.41,159.86,780.75
23.37,49.72,5.71,18.49,25.19,10.75,1.46,0.75,45.45,0.42,1.43,1.68,0.9,20.66,0.4,132.08,328.14,780.72
23.38,49.73,5.65,18.44,25.48,10.68,16.95,0.74,38.84,0.42,1.46,1.67,0.9,20.01,0.39,159.53,488.33,780.72
24.48,52.09,5.56,18.33,25.29,10.79,16.02,0.72,47.53,0.4,1.44,1.66,0.89,20.97,0.34,149.76,318.98,780.7
21.82,46.43,5.62,18.44,25.75,10.45,6.86,0.73,46.48,0.41,1.48,1.67,0.9,20.88,0.44,134.63,92.34,781.27
19,40.42,5.56,18.5,25.3,10.84,3.53,0.72,52.15,0.4,1.44,1.68,0.91,20.88,0.27,259.8,26.46,781.85
17.31,36.84,5.7,18.51,25.32,10.59,2.42,0.75,29.91,0.42,1.44,1.69,0.84,17.8,0.24,240.51,23.6,781.05
14.75,31.39,5.63,18.16,25.7,10.6,7.9,0.74,22.16,0.41,1.47,1.63,0.88,18.74,0.26,191.45,20.07,780.08
16.39,34.87,5.53,18.21,25.15,10.76,11.21,0.72,21.37,0.4,1.42,1.64,0.91,27.25,0.45,90.02,23.84,780.07
21.75,46.27,5.61,18.52,25.48,10.61,13.51,0.73,21.03,0.41,1.45,1.69,0.88,30.53,0.7,23.19,24.52,779.98
25.61,54.5,5.67,18.45,25.88,10.66,15.58,0.74,21.79,0.41,1.49,1.68,0.91,30.11,0.77,25.86,25.68,780.17
28.5,60.62,5.7,18.14,25.46,10.71,15.68,0.75,20.82,0.42,1.46,1.62,0.89,33.57,0.51,19.57,26.47,779.92
